,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
0,1360.0,1045.5,1056.25,1692.0,1267.5,13.599999904633,48.875000953674,0.7577538251293606,11.881723488680304
1,1292.25,954.75,1173.75,1558.75,972.25,13.299999952316,47.699999809265,0.7254874492424674,9.397164889581603
2,1402.0,939.25,1140.0,1554.5,1074.0,11.900000095367,53.97500038147,0.7502390673981953,8.997816871326798
3,1375.5,948.25,1092.0,1583.75,1203.25,11.0,60.0,0.7867125330859253,9.228796421407274
4,1272.25,835.5,1205.0,1490.0,1110.0,11.150000095367,59.575000762939,0.7887942318667593,6.518223669074141
5,1197.0,750.25,1336.5,1393.0,949.25,11.175000190735,59.175000190735,0.7847716643397448,4.741012362478748
6,1185.0,689.5,1461.75,1332.75,732.5,11.324999809265,56.77499961853,0.7603119392843289,3.624399189797516
7,1136.25,672.0,1453.25,1332.75,729.5,10.674999952316,60.0,0.7702384578230451,3.3266769916607997
8,1094.0,608.5,1579.0,1276.0,619.5,10.650000095367,59.674999237061,0.7648187256861201,2.3394161950867094
9,1009.75,560.75,1705.0,1234.75,501.25,10.250000238419,60.200000762939,0.7516571648306898,1.6966582576513223
10,1011.0,526.75,1817.5,1196.75,445.25,10.075000047684,60.474999427795,0.7464945161292466,1.2936197573720989
11,1066.0,512.0,1918.0,1182.0,421.75,10.999999761581,56.175000190735,0.7365596001806396,1.1334305711878574
12,1051.75,553.25,1738.25,1221.25,471.5,10.450000047684,58.125,0.7352950830247281,1.6037678797288073
13,1144.0,667.0,1489.75,1339.0,729.75,10.200000047684,59.599999427795,0.7417361628563275,3.2436181473100727
14,1333.25,899.75,1136.0,1517.0,1101.5,10.75,57.425000190735,0.7407945757399766,8.013772987090615
15,1351.0,960.25,1079.0,1582.75,1027.75,10.5,60.599998474121,0.7691107927579083,9.540642925320222
16,1233.25,827.25,1218.0,1445.75,859.75,10.799999952316,58.35000038147,0.7551830826522904,6.335782437222818
17,1178.75,762.0,1327.5,1361.75,670.5,10.499999761581,57.925000190735,0.7351607796315153,4.971583761462568
18,1236.0,774.25,1301.25,1401.25,664.0,9.5249998569489,66.774998664856,0.7950537885142038,5.216918999884966
19,1285.5,868.5,1162.25,1536.75,799.0,8.299999833107,76.425001144409,0.8392680677502771,7.26993335753569
20,1371.0,1033.5,983.25,1730.25,1036.5,8.0,81.14999961853,0.8735885336185425,11.539007213563714
21,1310.0,932.5,1081.75,1646.5,946.25,8.325000166893,79.799999237061,0.8777844450980445,8.826222726457212
