,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
0,1.1990356718706947,0.39902257535359936,0.8600702291664507,0.6812634913631354,0.6141305062553281,-0.5339198332352486,-0.020637049940733957,-0.6631198777435827,0.24145194484790589
1,0.8869453201521448,0.05891711490397676,1.3175978324859032,0.29637541379908977,-0.1268084005698872,-0.5678838041249256,-0.08849190825338978,-0.7430241413686506,-0.09206197588192183
2,1.392508657437914,0.0008274770310384589,1.186180329404784,0.28409943383926095,0.12853633700662645,-0.7263823439404374,0.2738815896490048,-0.6817293796267322,-0.14566832807347904
3,1.2704364165443114,0.03455694418306715,0.9992754361338586,0.3685870606216124,0.4528931658200357,-0.8282742836013194,0.6218178426428611,-0.5914067035428624,-0.11466286280343206
4,0.7948153270248975,-0.38799832486040337,1.4392807057091617,0.09779338503715256,0.21887943826219886,-0.8112922846604987,0.5972746639821576,-0.5862515969156159,-0.47851572036211626
5,0.4481762278836299,-0.707491333161564,1.9513222362326341,-0.18238780463423523,-0.18452760414983627,-0.8084619425062417,0.5741751272021014,-0.5962130594999149,-0.717079105843556
6,0.3928982320072815,-0.9351652364377577,2.4390271921114546,-0.35641787347651477,-0.7284683596260951,-0.7914799975496896,0.4355780717420623,-0.6567849788836014,-0.866967314274053
7,0.1683313737596164,-1.0007503114555913,2.405929450594728,-0.35641787347651477,-0.7359969513973929,-0.8650685966451401,0.6218178426428611,-0.632203006709934,-0.9069319573397867
8,-0.026293236721693366,-1.2387304408060158,2.895581332445121,-0.5203383117636411,-1.0120453163449752,-0.8678989118072064,0.6030494517985926,-0.6456243995234363,-1.0394565913603817
9,-0.4143908327702223,-1.4176840026403903,3.3862066772813,-0.6394875290208035,-1.3087973086636262,-0.9131841973291899,0.6333676385696342,-0.6782176114786986,-1.1257369954015897
10,-0.4086327081997694,-1.5451064341036098,3.824265020885031,-0.7492492321910379,-1.4493310217278499,-0.9329965384242676,0.6492484702852144,-0.6910023643833874,-1.1798387382552118
11,-0.15527522709983949,-1.6003852830472123,4.215597141171031,-0.7918541038163263,-1.5083049906030153,-0.8282743105935103,0.4009288491822132,-0.7156051318535588,-1.201341681901704
12,-0.22091784720300314,-1.4457918919337476,3.515677254390847,-0.6784818183049657,-1.383455843728995,-0.8905415680642369,0.513538918880431,-0.7187365747072142,-1.1382061052669201
13,0.2040317460964247,-1.0194889043178295,2.548055046519494,-0.3383649617708841,-0.7353695687497847,-0.9188448816375907,0.598718305862747,-0.7027859224648195,-0.9180813344729114
14,1.0758118060630015,-0.14720740658064302,1.1706049216322068,0.175781963605477,0.19754842824352203,-0.8565775971746732,0.47311479835716663,-0.7051176632662842,-0.27776114090585624
15,1.1575771749634336,0.07952956705243873,0.948655360872983,0.3656985947487115,0.012470547199120233,-0.884880910748027,0.6564670101292196,-0.6349955498502399,-0.07280224811572626
16,0.6151618404267655,-0.4189170030830964,1.4899007809700373,-0.030021229838712502,-0.409130591993551,-0.8509169398584633,0.5265324117613416,-0.6694860493062037,-0.503005660168562
17,0.3641076091550168,-0.6634556399353043,1.9162775687443356,-0.27265236316238856,-0.8840592562329143,-0.8848809377402179,0.5019891780271479,-0.7190691628408998,-0.6861284286040853
18,0.627829714481762,-0.6175460874228208,1.8140639552367983,-0.15855796118280277,-0.9003712050707259,-0.9952638498793872,1.013065610068199,-0.570750467619697,-0.6531959321481262
19,0.8558514474716988,-0.2643236119696315,1.2728185351397439,0.23282916459526987,-0.5615845753623294,-1.1339500890880398,1.5703412808899482,-0.4612584863554904,-0.37761021322682287
20,1.2497071680906808,0.35404995248422777,0.5758190373169185,0.791747311001595,0.03442893986540519,-1.1679140464815647,1.8432040806536534,-0.3762674863719135,0.19544753639743906
21,0.9687106890525767,-0.024469623332983057,0.9593634537166297,0.5498382941461442,-0.19205619592113396,-1.1311197199417051,1.765243233515342,-0.36587675584237267,-0.16870221266388394
22,0.8846420703239636,-0.10317171335438334,1.0401608815368735,0.38880632173191876,-0.16570612472159202,-0.9754515087843322,1.2657165974010647,-0.4175004531350892,-0.23914982077243094
23,1.3049851639670291,0.30251882211307285,0.6721918729097394,0.7585299534632346,0.20382225471960344,-0.9669605093138992,1.0621520224630383,-0.5126854170988123,0.14344153281843136
24,2.215920471012686,1.422149745631803,-0.1435701091789865,1.8106536476673893,0.9679743195063201,-0.9018629096888476,0.8629188688284248,-0.542297083827882,1.438488786288104
25,3.113036279089256,2.056451114018565,-0.5183533587066231,2.531325882956165,1.7095406089791434,-0.9811121661005762,1.158881370592714,-0.4794523641391463,2.3191475499081418
26,2.4888555756521558,1.7425796835760756,-0.3606523550092799,2.1233300784089124,1.583436696809907,-0.9811121930927104,1.0693707275275721,-0.5255311472745604,1.870528473199972
27,0.9813785631075732,0.514264921456364,0.47457888679516735,0.7231462465201985,0.6574199089402899,-1.0405491354014726,0.8513691279750839,-0.7023202077422389,0.3619469991665108
28,-0.6228349422206192,-0.7140498406633474,1.907516401872261,-0.35713998994474,-0.5063749023728129,-1.1481017053864984,0.8181636023693153,-0.8297053713061457,-0.7216350902741038
29,-0.8612212994373714,-1.1609652804277275,2.8391204792695293,-0.5889393762450377,-1.1820660138467816,-1.1396107464042837,0.6694605030101303,-0.8909715754676648,-0.998339796439827
30,-0.08963260699667584,-0.5023037413200562,1.6281325249516592,-0.23438019034645155,-0.5201773206201921,-1.1311197064456324,0.536638455660545,-0.9454045775073007,-0.5675699789456511
31,-0.257769844453902,-0.412358495581313,1.6037959503070074,-0.2249926762595236,-0.480024831173271,-1.1990476752169732,0.6030494517985926,-0.9775916323571366,-0.49783560186354825
32,-0.5157338252101943,-0.8283552571230002,2.1810595008781464,-0.44090550025886627,-0.8313591138338303,-1.2669756439883029,0.7257655653960133,-0.9854385613339128,-0.7987838027791881
33,-0.9717772911900681,-1.3670898019123472,3.289833841688479,-0.7774117744518217,-1.281819854816476,-1.283957629433096,0.7531962481118573,-0.9891279947741666,-1.1025430718511988
34,-1.2378026463449945,-1.6238085241250102,4.117277379606637,-0.931222582183795,-1.6030397703918446,-1.3830192269398343,0.9625356108662606,-0.9924807744692092,-1.210085454853732
35,-1.162947026929106,-1.6406732577010243,4.12409162050714,-0.8705647988528759,-1.577944464487519,-1.3632069128369249,0.9091179423885946,-0.9961243200615768,-1.2162438750596585
36,-0.7955786793342077,-1.37833295762969,3.3073561754326284,-0.6741491194956143,-1.3458128848725066,-1.3094306143483336,0.7921766716810416,-0.9957647027820531,-1.1077800242426954
37,-0.042415985518961634,-0.7824457046105167,2.14796175936142,-0.2755408290352894,-0.6889432528267821,-1.3433945987340041,0.9148928954255005,-0.975456846488779,-0.7683126382796567
38,2.2447110938649506,1.1110891041186495,0.23802738124915257,1.2827865093947488,0.9472706921352514,-1.244332987731193,0.8037264125343246,-0.9301263904785355,1.044693890139243
39,2.0489348584695506,1.5514460363812463,-0.26525298240224515,1.7384420008448667,1.4178076778413575,-1.0292278072729122,0.4023724910628027,-0.9149411922088864,1.6096306434815464
40,1.1541223002211618,0.6688583125698289,0.2983820863678888,0.7383106923529282,0.5375898232471348,-0.5763748035952793,-0.4320970703849485,-0.9746594065849583,0.5294239699670865
41,0.7510535802894551,0.3681038971309064,0.5203316471271126,0.41046981577867553,0.3606679166216389,-0.4518402076772534,-0.6226679321480448,-0.9935935118501945,0.20976223456886986
42,0.4907863497049817,0.17603332029296526,0.7753789494030627,0.2335512810634951,-0.16005968089311873,-0.37259092427351526,-0.7352780018462626,-1.0054107943006851,0.019016850674485258
43,0.6992304591553785,0.28752794782328234,0.6702449469381673,0.39458325347772055,-0.09983094672273712,-0.2508866705096334,-0.852219272553816,-0.9889863144545501,0.12845487858207058
44,0.8627611969562424,0.5189495696719236,0.441481145278441,0.5895546998985316,0.09528505668339493,-0.23107430242236482,-0.7800332683053147,-0.9150266450280655,0.3669241454895391
45,1.1656385493620676,0.6866599757889551,0.33634714281354555,0.8199098532623789,0.2922832080323514,-0.2820203262371308,-0.7049599252222012,-0.9028167156016516,0.5491349645705049
46,0.9641041893962143,0.5030217657390211,0.46192386797994844,0.5808893022798289,0.22452588209067212,-0.27635969591311177,-0.6962975782770783,-0.8910107899489444,0.3500269403441419
47,0.8028767014235316,0.3802839824913612,0.6634307060376647,0.44368717331703594,-0.07285349287558704,-0.16314638763531508,-0.8594378674713115,-0.917805401018795,0.2222136897066855
48,1.8877073704968679,1.2647455655890023,-0.0900296449607527,1.3102269351873075,0.9704838500967526,-0.35843929447891604,-0.5591442748446669,-0.8640230895924665,1.236030412097781
49,1.960259740084575,1.1504401491293497,-0.055958440458240284,1.1282535851945505,1.0664733951807983,-0.44334923519897734,-0.3353678324023113,-0.7852161753339111,1.093097785286123
50,3.4239750058937153,2.513672779857176,-0.8230472732576627,2.6981347871161923,2.167529941733087,-0.6159994318011661,0.07464838094084335,-0.6877615006544041,3.016694135821761
51,2.294230965170846,1.3490692334690741,-0.32463422453519536,1.3990472607790103,1.5156793708682277,-0.6980790573591613,0.2377885599879801,-0.6733563063031499,1.3436824184835838
52,1.7679383794314463,0.7044616390080815,0.014130894518356685,0.7708059334230635,1.1750105932170067,-0.8311045987633856,0.5712877332938838,-0.6229374652652317,0.5689334041474626
53,2.660447687851654,1.5252120063741128,-0.3694135218813545,1.7499958643364704,1.5915926712288129,-0.9782818509385213,0.8889057995166981,-0.6152756525090313,1.5745555259512112
54,0.8282124495335247,0.09358351169911736,0.4950216094966748,0.252326309237351,0.6586746742355062,-1.0037547953655404,0.8600314749202073,-0.6581851594810477,-0.059599342875664874
55,0.4447213531413581,-0.24745887839361716,0.9184780083136148,0.020526922937053337,0.3048308609845143,-1.0377188202394179,0.8470380921863347,-0.7014480503757711,-0.3634879050441542
56,0.3871401074368286,-0.5894381981294636,1.327332462343764,-0.26470908201191107,0.050113506055608735,-1.0773434484452595,0.8484816239198861,-0.742707356023968,-0.6327002877159136
57,0.33186211156048023,-0.585690479557016,1.3360936292158385,-0.22065997745017224,-0.06846181434233005,-1.1905566892426018,1.0563772346466616,-0.7632694913045984,-0.6299485077332235
58,0.2178512450655118,-0.44234024416089407,1.1560029768454156,-0.12822906951734328,-0.07849993670406032,-1.2811273007749797,1.2613853963917288,-0.7670674022319139,-0.5213609735020238
59,-0.5594955719456367,-1.1778300140037419,2.277432336470967,-0.5253931270412178,-0.51076658090607,-1.133950075591967,0.8282696462685183,-0.8107109978986555,-1.0074394725945741
60,-0.00095748861170038,-1.0972540646961177,2.2229184092669474,-0.5448902716832988,-0.471241474106757,-1.25848464451787,1.0534898407385014,-0.8341933392800462,-0.9630593661630458
61,0.05777538200691973,-0.6325369617126114,1.5288393004014802,-0.1376165836042712,-0.20836814475894563,-1.3547159268625533,1.3090280567589982,-0.8229841600693522,-0.6640237268646659
62,1.086176430289817,0.3905902085655922,0.3889141440459933,0.6408249691425227,0.4240335640300612,-1.3433945717418585,1.28881607910763,-0.8198220004506194,0.23278241331803223
63,1.4216831552613889,0.8019023218917198,-0.019615822322240174,0.9258202686021748,0.9742481459824014,-0.9905466219531168,0.6025683296275274,-0.7755166314107097,0.6788472779341465
64,1.5998011419742202,0.5311296550323784,0.12899952684111282,0.6083297280723875,1.10976279786576,-0.6726060589478737,0.11218505248239967,-0.7232849627431676,0.3798934837735587
65,2.0351153595004634,0.9171446679944846,-0.1056050527333298,0.9347263717101898,1.4046326422415867,-0.3018326673322085,-0.4061100846231847,-0.6944711941339202,0.8121889782933049
66,1.6193787655137601,0.667921382926717,0.1552830274573367,0.6444355514836488,0.9146467944596279,0.009503808966760879,-0.8897559440953724,-0.7839437783810973,0.5283889740374516
67,1.0527793077811898,0.45055370572475434,0.5884740561321374,0.4140803981198017,0.19503889765308946,0.11705643293615672,-1.0370152638902417,-0.8185030109437028,0.29486937116381673
68,0.4919379746190723,-0.05538830155567603,0.9827265653754954,0.09273856975957596,-0.43422589789787663,-0.032951215377538534,-0.8334508817094897,-0.7747556033153554,-0.19659754099063798
69,0.6439524632790302,0.02987229596750761,0.8318398025786546,0.21838683523076532,-0.19017404797830953,0.00667346681261688,-0.8998619879945754,-0.7957228692800843,-0.11898920364095436
70,0.9502846904271273,0.17884410922230098,0.6566164651371622,0.2826552009028105,0.13857445936835672,-0.07823647390744444,-0.8161262428927913,-0.8031613873416803,0.02173173901279594
71,1.0424146835543744,0.22943830995034403,0.5456416847575504,0.4198573298656035,0.15300426026334396,-0.18578904389245893,-0.6602046587630918,-0.777077149383052,0.07099014382482163
72,1.718418508125551,0.8384425779730843,-0.018966846998369664,0.9325600223055142,0.9334682738878722,-0.25088669750171105,-0.47396488786235036,-0.6943777434862338,0.7207350432759052
73,2.346054086304923,1.3012858216703669,-0.3032180388479018,1.3456106421303435,1.477409029364131,-0.2820203262371308,-0.3945602886963537,-0.6651988043243529,1.2824500758604718
74,2.354115460703557,1.2553762691578834,-0.31587305766312074,1.3253913810200373,1.6926012774937236,-0.30183264034013085,-0.296387408833127,-0.611395854823191,1.2241846085825394
